id,name,url
73d3abac-12e2-4fac-81bd-b96007fde794,,"
https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MEGANTIC_AEROPHOTO&legend_format=image/png&feature_info_type=text/plain"
fd27a366-4664-45b1-aac0-65007c80db95,,https://carte.ville.quebec.qc.ca/arcgis/services/DonneesOuverte/VilledeQuebec/MapServer/WMSServer?service=WMS&request=GetCapabilities&layers=1&legend_format=image/png&feature_info_type=text/plain
0d9de0d6-9873-4a8c-adc7-0e94d51b3fa0,,https://cartopublic.affmunqc.net/geoserver/ZI/ows?SERVICE=WMS&request=GetCapabilities&layers=ZonesInon_PPAT&legend_format=image/png&feature_info_type=text/plain
236dea45-f960-4d28-b36e-b89d01aecf44,,https://geoegl.msp.gouv.qc.ca/apis/wss/inondation2020.fcgi?service=wms&query=GetCapabilities&layers=MSP&legend_format=image/png&feature_info_type=text/plain
1d7d1a92-7cba-438b-9e31-e98dedd2f0b8,,https://geoegl.msp.gouv.qc.ca/ws/adnInternetV2.fcgi?service=wms&version=1.3.0&request=getcapabilities&layers=ADN_INTERNET_SECURITE_PUBLIQUE_V2&legend_format=image/png&feature_info_type=text/plain
31a13f95-e506-43ff-9e4b-219d900409ae,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=CASERNE&legend_format=image/png&feature_info_type=text/plain
c3d54554-6f25-4117-a573-cf21dcdc9644,,"https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MCC_V_IP_CITE_P&legend_format=image/png&feature_info_type=text/plain
"
34ca1a49-a020-4f60-986b-69fb4cfa852a,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MCC_V_SITE_PATRIMONIAL_CITE_P&legend_format=image/png&feature_info_type=text/plain
b35078ae-f1a6-4f9a-a9d2-b00244ae1e84,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MCC_V_SITE_PATRIMONIAL_DECLARE_S&legend_format=image/png&feature_info_type=text/plain
55e8333f-f679-48e2-abfe-944fc9022ae7,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MCC_V_SITE_PATRIMONIAL_NATIONAL_S&legend_format=image/png&feature_info_type=text/plain
39bdcc75-dbaf-424d-9dbd-265c282f14f5,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MSP/Securite%20civile/Historiques/GrandeMaree2010&legend_format=image/png&feature_info_type=text/plain
34085f6d-106a-41af-a29b-53ed6947c249,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MSP/Securite%20civile/Historiques/Inondation2017&legend_format=image/png&feature_info_type=text/plain
a4209cea-3aeb-4e64-8dab-2e2ae19dafe9,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MSP/Securite%20civile/Historiques/LacMegantic&legend_format=image/png&feature_info_type=text/plain
5a02125e-f002-4452-bd60-4de2314ea5b2,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MSP_ASC_INDEX_DGLOBE_SELECT_S&legend_format=image/png&feature_info_type=text/plain
6a052cb5-42e6-4735-8626-02f62f1294d0,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MSP_DESSERTE_MUN_911&legend_format=image/png&feature_info_type=text/plain
80a9b8e6-6426-44df-bffa-4f02065b81e3,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MSP_DIRECTION_REG_COG_P&legend_format=image/png&feature_info_type=text/plain
583b35e2-e513-429b-82c3-d268e66b859d,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MSP_DIRECTION_REG_COG_S&legend_format=image/png&feature_info_type=text/plain
cbc3a496-cc0f-4930-bc91-b351373110f6,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=msp_echelle_limnimetrique&legend_format=image/png&feature_info_type=text/plain
2d485e34-356c-4d66-99e9-9baf1eade1a2,,"https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=MSP_ORG_SAUVETAGE_GEO_P&legend_format=image/png&feature_info_type=text/plain
"
112cc734-a6e7-4dbf-81bf-f26876741744,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=vg_observation_v_autre_wmst&legend_format=image/png&feature_info_type=text/plain
16b5e6bf-3fb6-4d4d-a87d-c79b7bfe8d9d,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=vg_observation_v_inondation_embacle_wmst&legend_format=image/png&feature_info_type=text/plain
e319097a-0d0a-4a73-aa55-a35cd0ec9735,,https://geoegl.msp.gouv.qc.ca/ws/igo_gouvouvert.fcgi?request=getcapabilities&service=wms&version=1.3.0&layers=VILLE_DE_QUEBEC_CANOPE_S&legend_format=image/png&feature_info_type=text/plain
df99bb67-317c-435b-8f9a-50de5fa9729a,,https://geoegl.msp.gouv.qc.ca/ws/inondation2019.fcgi?request=getcapabilities&service=wms&layers=INONDATION2019&legend_format=image/png&feature_info_type=text/plain
9d8f219c-4df0-4481-926f-8a2a532ca003,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=ca_feux&legend_format=image/png&feature_info_type=text/plain
41b6f76b-3682-48a5-bf2b-68e7438281bd,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=ca_interv_fores&legend_format=image/png&feature_info_type=text/plain
1dad27d7-5111-49bb-8809-a8d3e86ad9ce,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=ca_pertu_autre&legend_format=image/png&feature_info_type=text/plain
6ec9e3a5-e83b-4938-9a8f-30691297d2a3,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=classi_eco_terri&legend_format=image/png&feature_info_type=text/plain
5e5d2750-d129-4952-b9fc-f824c5e480b4,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=lidar&legend_format=image/png&feature_info_type=text/plain
fbdec18f-c749-4f79-9d83-a2a839380d09,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=MFFP-DIF&legend_format=image/png&feature_info_type=text/plain
cad5639a-437e-4cc2-adaf-62e4fccbbc30,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=mosaiques_forestieres&legend_format=image/png&feature_info_type=text/plain
adb57bd6-40bb-48b3-b7cc-ccadac7d4176,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=non_forestiers_annuels&legend_format=image/png&feature_info_type=text/plain
571439a0-b6c1-44a5-a7bd-99b754156a7a,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=nord_dep_sur&legend_format=image/png&feature_info_type=text/plain
0b399378-eff8-4cea-97b8-b307c9b2398a,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=nord_nord_veg&legend_format=image/png&feature_info_type=text/plain
f1dd4c82-abe6-4fdb-9ba7-584043432de5,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=nord_photo_oblique&legend_format=image/png&feature_info_type=text/plain
2df11367-cc4a-402b-bf40-baa0b677d1c1,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=pentes&legend_format=image/png&feature_info_type=text/plain
a232475f-ec3d-476a-8725-d0c12367b3f0,,https://geoegl.msp.gouv.qc.ca/ws/mffpecofor.fcgi?request=getcapabilities&service=wms&layers=produits_ecoforestiers&legend_format=image/png&feature_info_type=text/plain
